0.55;-0.37;0.00;0.06;-1.16;-0.24;0.43;-0.24;0.06;
0.30;-0.30;0.24;0.67;-0.12;0.06;0.61;-0.73;0.18;
0.18;-0.43;0.30;0.00;-0.61;-0.06;0.06;-0.24;0.06;
0.12;-0.06;-0.30;0.43;-0.37;0.30;0.06;-0.55;0.18;
-0.37;-0.67;0.00;0.55;-0.49;0.00;0.12;-0.67;-0.18;
0.37;-0.61;0.18;0.12;-0.30;0.12;0.30;-0.61;-0.49;
0.00;-0.55;0.12;-0.12;-0.43;-0.12;0.67;-0.37;-0.06;
0.43;-1.22;0.12;0.24;-0.24;0.24;0.49;-0.43;0.06;
-0.49;-0.55;0.00;1.40;0.49;-0.06;-0.61;-1.10;-0.06;
-0.24;-0.37;0.43;-0.24;-1.16;0.00;0.73;-0.49;0.55;
0.37;-0.12;-0.12;0.43;-0.73;-0.06;0.55;-0.24;-0.06;
0.43;-0.24;-0.24;2.01;0.55;0.18;-0.43;-0.67;0.06;
0.24;-0.12;0.73;-0.18;-1.22;-0.06;-0.67;-0.98;0.00;
0.37;-0.18;0.06;0.79;-0.85;0.06;0.06;-0.30;-0.24;
0.12;-0.12;-0.30;0.30;-0.12;0.18;0.12;-0.85;0.06;
0.18;-0.67;-0.06;0.30;0.00;-0.12;0.00;-0.18;-0.18;
0.00;-0.91;0.12;0.37;-0.37;-0.06;0.00;-0.61;-0.18;
0.67;0.00;-0.06;0.12;-0.55;-0.18;0.06;-0.49;0.18;
0.12;-0.49;0.06;0.43;-0.43;-0.06;0.49;0.00;0.37;
0.12;-0.79;0.37;0.00;-0.49;0.30;-0.18;-0.18;0.12;
0.67;-1.10;-0.30;0.67;0.00;-0.18;0.06;-0.18;0.37;
0.55;-0.55;0.06;0.30;-0.18;0.12;0.37;-0.30;-0.12;
0.12;-0.12;0.06;-1.34;-0.24;-0.06;0.24;-0.12;0.06;
0.00;-0.85;0.00;0.79;-0.85;0.61;0.24;-0.37;0.24;
0.37;-0.24;-0.37;0.61;-0.24;-0.24;0.24;-0.67;-0.18;
0.24;-0.06;-0.24;0.00;-0.06;0.18;0.12;-0.73;0.00;
0.00;-0.43;0.61;0.79;-0.61;0.24;0.12;-1.59;0.24;
-0.18;-0.85;-0.37;1.16;0.37;0.24;1.34;-0.37;-0.06;
0.06;-0.24;-0.18;-0.06;-0.30;0.12;0.61;0.37;-0.06;
0.18;-0.37;0.12;0.18;-0.67;-0.06;0.30;-0.55;-0.24;
0.24;-0.12;-0.55;-0.12;-0.49;-0.06;0.79;0.06;-0.37;
0.85;-0.61;0.12;0.37;-0.61;0.49;0.61;-0.30;0.00;
0.30;-0.55;-0.18;0.18;-0.55;0.00;0.18;-0.24;0.18;
-0.12;-0.67;-0.18;-0.12;-0.85;-0.18;0.37;-0.67;-0.12;
0.18;-0.55;0.73;0.43;0.00;0.12;0.12;-0.30;0.06;
-0.18;-0.43;-0.06;0.12;-0.49;-0.12;-0.18;-0.91;-0.12;
-0.06;-1.10;0.24;0.18;-0.24;0.55;0.30;-0.18;0.00;
0.30;-0.12;-0.18;0.00;-0.37;0.24;-0.24;-0.37;-0.73;
0.18;-0.55;0.06;0.43;-0.37;0.61;0.00;-0.73;-0.18;
-0.61;-0.91;0.61;0.30;0.06;-0.24;-1.28;-1.10;-0.12;
0.06;-0.18;0.12;0.30;-0.79;0.98;-0.06;-0.37;0.30;
0.18;-0.43;-0.30;-0.43;-0.49;0.37;0.06;-0.98;0.12;
0.12;-0.49;0.24;-0.37;-0.49;-0.12;1.22;0.06;0.00;
0.55;-0.61;0.06;1.22;-0.06;0.06;0.79;-0.30;0.18;
0.24;-0.49;-0.61;0.55;-0.30;-0.37;0.67;-0.85;0.12;
0.06;-1.10;0.12;-0.06;-0.79;-0.30;-0.06;-0.91;0.12;
0.00;-0.98;-0.12;0.24;-0.37;-0.18;0.37;-1.10;-0.12;
0.30;-0.06;0.24;-0.49;-0.24;0.55;-0.12;-0.37;0.12;
0.24;-0.55;-0.24;0.98;-0.37;0.06;0.30;-0.30;0.24;
0.06;-0.30;-0.06;0.18;-0.06;0.06;0.12;-0.73;0.06;
0.00;-0.37;0.00;0.24;-0.61;-0.24;-0.12;-0.55;-0.24;
0.06;-0.85;0.24;-0.06;0.43;-0.30;0.55;-0.49;0.43;
-0.18;-0.91;0.06;0.18;-0.73;-0.18;0.43;-0.49;-0.12;
0.00;-0.67;0.00;0.00;-1.04;-0.24;0.30;-0.43;0.12;
0.30;-0.30;-0.06;0.37;-0.73;-0.30;0.12;-0.49;-0.12;
0.49;-0.73;-0.12;-0.30;-0.55;-0.06;0.67;-0.85;0.06;
-1.52;-1.59;-0.37;0.43;-0.55;-0.24;0.06;0.06;0.18;
0.67;-0.06;-0.18;0.12;-0.73;0.00;1.16;-0.06;0.37;
0.37;0.49;0.24;0.85;-0.06;-0.30;0.00;-0.49;-0.12;
0.24;0.06;0.37;0.18;-0.24;-0.37;-0.12;-1.04;0.55;
0.55;-0.06;-0.06;0.18;-0.67;0.00;0.49;-0.12;-0.12;
0.18;-0.18;-0.06;0.43;0.18;0.24;0.06;-0.73;0.12;
-0.30;-0.30;0.18;0.12;-0.49;0.12;-0.30;-0.37;0.06;
0.12;-0.24;0.18;0.18;-0.12;-0.30;0.67;-0.24;-0.37;
0.30;-0.18;-0.43;0.24;0.18;-0.24;0.37;-0.85;0.00;
0.18;-0.37;-0.24;0.18;-0.67;0.18;-0.06;-0.06;-0.12;
0.18;-0.18;-0.12;0.00;-0.24;-0.12;0.24;-0.30;-0.24;
0.12;-0.79;-0.12;-0.43;-0.55;-0.43;0.30;-0.12;-0.06;
0.30;-0.85;-0.37;0.49;-0.79;-0.12;0.30;-0.61;0.06;
-0.12;-0.67;0.12;0.12;-0.73;0.12;0.43;-0.98;0.12;
0.30;-0.37;0.00;0.37;-0.61;0.12;0.61;-0.30;-0.06;
0.24;-0.49;-0.37;2.74;0.73;-0.37;1.59;0.37;0.00;
-0.12;-0.37;0.30;0.55;-0.73;0.00;0.18;-0.79;0.06;
0.12;-0.37;-0.18;0.24;-0.43;0.30;0.06;-0.30;-0.18;
0.18;-0.73;0.06;-0.43;-1.40;-0.37;-0.43;-1.10;0.24;
0.06;-0.43;-0.18;-0.91;-0.43;0.24;0.49;-0.49;0.12;
0.49;-0.61;-0.12;0.24;-0.06;0.00;0.12;0.06;0.12;
-0.18;-0.79;-0.24;0.49;-0.49;0.06;0.12;-0.79;-0.06;
0.37;-0.24;-0.24;-0.30;-0.85;0.06;0.12;-0.61;0.37;
0.12;-0.18;-0.24;0.30;0.12;0.43;0.12;-1.52;0.06;
-0.18;-0.06;-0.12;-0.24;-0.61;0.12;0.49;-0.67;0.37;
0.37;-1.04;0.30;0.00;-0.55;0.06;0.43;-0.30;0.12;
0.18;-0.61;-0.06;0.49;-0.61;-0.06;0.37;-0.24;0.06;
0.06;-0.49;0.43;0.06;-0.85;0.18;0.49;-0.24;-0.06;
0.12;-0.55;0.06;0.06;-0.73;-0.55;0.67;-0.43;0.49;
0.18;-0.24;0.00;0.30;-0.67;-0.12;-0.06;-0.67;-0.24;
2.26;0.67;-0.12;0.24;-0.12;0.06;1.16;-0.30;-0.30;
0.37;-0.61;0.37;0.98;-0.30;0.18;2.01;0.43;-0.12;
0.00;-0.67;0.06;0.43;-1.28;0.12;1.10;0.00;-0.37;
-0.30;-1.16;0.30;-1.22;-1.16;-0.06;-0.61;-1.10;-0.24;
0.12;-0.55;-0.12;0.67;-0.24;-0.12;0.79;-0.30;0.06;
0.24;-0.37;0.00;0.18;0.00;0.30;0.55;-0.49;0.00;
-0.18;-0.73;-0.24;0.24;-0.30;0.12;-0.61;-0.37;0.18;
0.12;-0.06;-0.12;0.24;-0.79;0.06;0.73;0.12;0.24;
0.24;-0.61;-0.12;0.43;0.18;0.06;0.30;-0.79;-0.12;
-0.06;-0.12;0.30;0.30;-0.06;-0.43;0.37;-0.06;-0.12;
0.00;-0.79;-0.24;-0.18;-0.37;-0.18;0.06;-0.30;-0.30;
0.43;-0.85;0.30;0.30;-0.18;-0.24;-0.06;-0.67;0.00;
0.49;-0.37;-0.12;-0.30;-0.67;-0.06;-0.12;-0.79;-0.55;
0.24;-0.85;0.00;0.12;-0.30;-0.37;0.49;-0.06;0.30;
0.30;-0.67;-0.43;0.06;-0.61;0.12;0.49;-0.06;0.12;
0.30;-0.37;-0.12;0.18;-0.18;0.06;1.10;-0.37;0.30;
-0.30;-0.67;0.55;-0.12;-0.61;0.06;0.37;-0.67;-0.37;
0.49;-0.30;0.30;0.12;-0.49;0.24;0.67;-0.30;0.06;
-0.98;-0.91;0.00;0.30;-0.43;0.24;0.43;-0.37;-0.24;
0.49;-1.04;-0.24;0.00;-0.12;-0.30;0.06;-0.85;0.24;
-0.43;0.00;-0.49;0.37;-0.24;-0.18;0.00;-0.24;-0.37;
-0.18;-0.06;-0.18;0.24;-0.37;0.12;0.00;-0.85;0.06;
0.24;-0.67;0.43;0.24;-0.73;-0.37;0.18;-0.91;0.00;
-0.12;-0.37;0.00;0.12;-0.30;-0.37;0.37;-0.61;0.18;
0.24;-0.37;0.00;0.91;-1.04;-0.61;0.06;-0.61;0.06;
0.37;-0.98;-0.12;0.18;-0.61;-0.18;0.18;-0.49;0.37;
-0.12;-0.73;0.06;0.37;-0.55;-0.06;0.18;-0.55;-0.12;
0.61;-0.55;0.00;-0.12;0.06;0.06;-0.06;-0.73;0.06;
0.55;-0.06;0.37;0.18;-0.37;-0.37;0.06;-0.98;0.00;
0.37;-0.43;-0.12;0.06;0.00;0.24;-0.06;-0.91;-0.12;
0.73;-0.24;-0.37;0.12;-0.49;0.24;0.00;-0.98;0.12;
0.49;-0.37;0.00;-0.55;-0.91;0.43;0.37;-0.61;0.37;
-0.06;-0.43;0.06;-0.06;-0.61;0.24;1.34;-0.24;0.79;
0.85;0.12;-0.61;0.67;-0.24;-0.12;0.61;-0.55;0.24;
-0.24;-0.30;0.43;0.24;-0.12;-0.24;-0.24;-0.79;0.06;
0.73;-0.06;0.30;0.37;-0.06;-0.30;-0.12;-1.22;-0.24;
0.43;-0.67;0.00;0.49;-0.55;0.43;0.91;-0.24;-0.43;
0.61;-0.24;1.04;-0.12;-0.67;0.18;0.73;-0.55;-0.24;
0.30;-0.24;0.18;0.30;-0.49;0.43;0.67;0.18;0.55;
0.79;-0.67;0.18;-0.12;-0.73;0.18;10.00;-0.98;-0.67;
0.06;-0.30;-0.06;15.85;14.82;8.54;-179.09;-131.04;108.48;
0.30;-0.43;-0.18;0.67;-0.49;0.12;0.12;-0.85;0.30;
0.37;-0.24;-0.24;0.06;-0.67;0.30;0.55;-0.43;0.30;
0.18;-0.79;-0.12;0.00;-0.37;-0.06;0.06;-0.06;0.18;
0.49;-0.55;0.30;0.43;-0.49;0.12;-0.18;-0.30;-0.12;
0.18;-0.55;-0.30;0.00;-0.55;-0.06;0.73;-0.37;0.12;
-0.06;-0.73;-0.18;-0.06;-0.55;0.18;0.67;-0.61;0.18;
-0.12;0.00;0.06;0.67;0.00;0.30;0.24;-0.91;0.37;
0.43;-0.24;0.00;0.18;-0.79;-0.30;0.43;-0.61;-0.12;
0.18;-0.61;0.12;0.06;-0.49;-0.43;-1.77;-1.16;-0.06;
0.73;-0.06;-0.18;3.05;1.04;-0.06;3.23;0.85;0.67;
-0.37;-1.16;0.06;0.12;-0.61;0.06;-0.12;-0.30;-0.12;
0.43;-0.43;0.00;0.12;-0.79;0.18;-0.85;-0.43;0.12;
0.73;0.12;-0.06;0.00;-0.49;0.06;1.10;-0.30;-0.24;
0.12;-0.73;0.18;0.37;-0.30;0.00;-0.06;-0.43;-0.24;
-0.12;-0.37;0.37;0.30;-0.49;0.00;0.43;-0.43;0.30;
